Unnamed: 0,age,upgraded,gender,category,score1,score2,score3,pred_cluster
5258,38,1,1,1,4.67420037164,1.12346748967,-0.236658647676,2
5259,38,1,1,1,4.59316364055,1.27071514527,-0.189516240572,2
5261,39,1,1,1,4.44029225671,1.30253224501,-0.283926354,2
5263,38,1,1,1,4.55138888257,1.22820677517,-0.24605143729,2
5264,42,1,1,1,4.03760239195,1.37189113081,-0.939264005812,2
5265,39,1,1,1,4.49938469698,1.26378768663,-0.279658655652,2
5266,42,1,1,1,3.05890314476,2.38508631451,-0.83964941314,2
5267,43,1,1,1,2.94446772423,2.38508631451,-2.6174396838,2
5496,37,0,1,1,4.93121886907,0.870581815781,-0.453751987871,2
5742,40,1,1,1,4.64628471282,0.949183775176,-0.792219329505,2
5743,39,1,1,1,4.69714326769,0.937699911112,-0.724755004153,2
5744,40,1,1,1,4.27511384219,1.36907190232,-0.458303103353,2
5745,39,1,1,1,4.57832793491,1.00744684092,-0.637196334425,2
5746,40,1,1,1,4.21412828566,1.4014292487,-0.482032426823,2
5747,41,1,1,1,4.42223986358,1.04658188057,-0.91533674956,2
5749,42,1,1,1,3.76761073356,1.6732011331,-0.890020802926,2
5750,42,1,1,1,3.36871510647,2.1057304405,-0.744308494184,2
5752,41,1,1,1,4.33520672105,1.08637100225,-1.03862566233,2
5753,37,1,1,1,4.69639669334,1.1266813086,-0.228554446339,2
5754,36,1,1,1,4.94916976892,0.900608404472,-0.251637370564,2
5755,37,1,1,1,4.61097332198,1.28556200787,-0.172706349019,2
5756,35,1,1,1,5.14901811479,0.735727628095,-0.365577201712,2
5757,36,1,1,1,5.01580399571,0.814080803456,-0.296294546901,2
5758,37,1,1,1,4.89743945475,0.907895591086,-0.274920627179,2
5759,35,1,1,1,5.04712941887,0.830689269578,-0.259404296199,2
5760,38,1,1,1,4.86013872321,0.890849839392,-0.541055251077,2
5761,38,1,1,1,4.8676692306,0.890849839392,-0.531161683512,2
5762,39,1,1,1,4.7395735221,0.924258901523,-0.676230495946,2
5763,40,1,1,1,4.6266544947,0.949183775176,-0.826406829539,2
5765,40,1,1,1,4.44986772141,1.04658188057,-0.843384193117,2
5768,38,1,1,1,4.82298521744,0.908702010225,-0.57390340963,2
5769,38,1,1,1,4.79562218002,0.908702010225,-0.611654791874,2
5770,39,1,1,1,4.72586969739,0.937699911112,-0.681164063751,2
5771,39,1,1,1,4.54262146615,1.05806803335,-0.551626177544,2
5772,43,1,1,1,3.06604722383,2.34952592916,-1.31161616072,2
5773,43,1,1,1,3.06257403426,2.34952592916,-1.35754852225,2
5774,43,1,1,1,2.93902706091,2.4127211874,-3.40381351075,2
5886,40,0,1,2,4.38760306261,1.02697306153,-0.469607263009,2
5889,37,0,1,2,4.83210562604,0.847883403209,-0.324134292248,2
5894,38,0,1,2,4.57829368745,0.955665279348,-0.24993199143,2
5895,42,0,1,2,4.05311818157,1.12004756939,-1.49154924236,2
5896,38,0,1,2,4.53352218128,0.974484165452,-0.272313768132,2
5898,43,0,1,2,3.87545171211,1.15895451767,-6.32999313657,2
5899,40,1,1,2,4.33673430574,1.10459436035,-0.396771048707,2
5900,39,1,1,2,4.47772115961,0.960843358923,-0.428525183613,2
5901,40,1,1,2,4.29617684538,1.11968861427,-0.45449161938,2
5902,40,1,1,2,4.29777893176,1.11968861427,-0.451219063528,2
5903,40,1,1,2,4.2828405211,1.11968861427,-0.482183351442,2
5904,39,1,1,2,4.44598518669,0.983799836457,-0.466221540768,2
5905,40,1,1,2,4.24432988728,1.12768553615,-0.56080364666,2
5906,40,1,1,2,4.31406634403,1.03318448335,-0.675232479373,2
5907,41,1,1,2,4.289755493,1.03318448335,-0.752293119043,2
5908,41,1,1,2,4.27265790133,1.03535294903,-0.811057800355,2
5909,40,1,1,2,4.29338054072,1.11968861427,-0.46024904349,2
5910,41,1,1,2,4.16064938759,1.12310976027,-0.860045932197,2
5911,40,1,1,2,4.27411360913,1.11968861427,-0.500140125921,2
5912,42,1,1,2,4.11908309454,1.10984892059,-1.13530094347,2
5913,42,1,1,2,4.20105405518,0.998055033677,-1.34205296502,2
5914,41,1,1,2,4.18589643571,1.12310976027,-0.76909356895,2
5915,41,1,1,2,4.16558933138,1.10203974157,-0.952123733806,2
5916,41,1,1,2,4.12836759755,1.10984892059,-1.09601407096,2
5917,42,1,1,2,4.14730581757,0.998055033677,-1.75596447485,2
5918,42,1,1,2,4.13758999934,0.998055033677,-1.8526251786,2
5919,37,1,1,2,4.83013751641,0.847883403209,-0.322629907843,2
5920,37,1,1,2,4.78414984867,0.870581815781,-0.340515014647,2
5921,37,1,1,2,4.78551785936,0.870581815781,-0.339581912856,2
5922,37,1,1,2,4.78483370152,0.870581815781,-0.340048751131,2
5924,37,1,1,2,4.85365675578,0.847883403209,-0.307738414971,2
5926,38,1,1,2,4.69172443921,0.908702010225,-0.38343307954,2
5927,39,1,1,2,4.54306052871,0.924258901523,-0.357162102581,2
5928,39,1,1,2,4.48523215721,0.960843358923,-0.418325029578,2
5929,40,1,1,2,4.33075859281,1.10459436035,-0.405755179175,2
5930,40,1,1,2,4.30840305694,1.11968861427,-0.433139772837,2
5931,40,1,1,2,4.30435272821,1.11968861427,-0.439542310899,2
5932,38,1,1,2,4.70759597547,0.890849839392,-0.379955303656,2
5933,40,1,1,2,4.26422238929,1.11968861427,-0.521389529184,2
5934,40,1,1,2,4.25343997702,1.12768553615,-0.537973488189,2
5935,42,1,1,2,4.20417334286,0.998055033677,-1.32105306199,2
5936,42,1,1,2,4.19821553402,0.998055033677,-1.36181682336,2
5937,42,1,1,2,4.18709080249,0.998055033677,-1.44167206536,2
5939,42,1,1,2,4.1378786492,0.998055033677,-1.8495380106,2
5940,38,1,1,2,4.58317694728,0.908702010225,-0.327963507545,2
5942,38,1,1,2,4.56107962966,0.924258901523,-0.338375946528,2
5944,39,1,1,2,4.54293346909,0.924258901523,-0.357314271122,2
5945,39,1,1,2,4.50794235026,0.960843358923,-0.3883212357,2
5946,39,1,1,2,4.45352449924,0.983799836457,-0.454462905482,2
5948,39,1,1,2,4.35411808839,1.09737819415,-0.385234675275,2
5949,42,1,1,2,3.97561329919,1.1473707063,-1.96364203993,2
5950,43,1,1,2,3.96706543936,1.10737379434,-2.80177619439,2
5951,43,1,1,2,3.94573436895,1.14390427786,-2.44490476106,2
5952,43,1,1,2,3.93728332229,1.10737379434,-3.99050625053,2
6174,40,0,1,2,3.67763687813,1.98622915996,-0.0612240903368,2
6175,37,0,1,2,4.56952442152,1.10961816784,-0.134584398269,2
6176,36,0,1,2,4.98937673814,0.7663976423,-0.239662912731,2
6177,37,0,1,2,4.56377512117,1.07007563053,-0.154970935645,2
6178,36,0,1,2,4.54057089219,1.30811658006,-0.0632931465385,2
6186,40,0,1,2,3.65578990206,1.99140236396,-0.0677983437908,2
6188,39,0,1,2,4.32514544456,1.15785556471,-0.293889773755,2
6216,40,1,1,1,4.21154719161,1.50091685196,-0.343873982683,2
6217,40,1,1,1,4.17522937123,1.52549092631,-0.37067157132,2
6218,40,1,1,1,4.1740346598,1.52549092631,-0.372107093672,2
6219,41,1,1,1,3.97264826212,1.657122704,-0.428910199951,2
6220,37,1,1,1,4.95614807931,0.847883403209,-0.472168420316,2
6222,37,1,1,1,4.85032725337,0.890028888685,-0.34933786908,2
6223,37,1,1,1,4.95182026648,0.847883403209,-0.401616168289,2
6224,36,1,1,1,5.05573471221,0.788730050454,-0.296368137999,2
6225,36,1,1,1,4.99961855446,0.822814868682,-0.374486051314,2
6240,39,1,1,1,4.21073994807,1.57314730233,-0.257694802792,2
6241,40,0,1,1,3.85388043783,1.86539709269,-0.265811048509,2
6242,40,1,1,1,4.17261284558,1.55420000618,-0.324780968811,2
6243,42,1,1,1,3.68676049851,1.79601705948,-0.782705224464,2
6244,41,0,1,1,3.68132761744,1.86685148087,-0.55780000372,2
6245,38,1,1,1,4.32542691545,1.75384989615,-0.087621543467,2
6247,38,0,1,1,4.78973075831,0.903813210363,-0.412190953482,2
6248,39,0,1,1,4.68343137135,0.93216408103,-0.552935873077,2
6249,40,1,1,1,3.98806296138,1.76509032124,-0.256698543221,2
6250,39,1,1,1,4.22865262966,1.73786630688,-0.130659269693,2
6251,39,1,1,1,4.19351652175,1.58954128072,-0.264173213229,2
6252,43,1,1,1,3.11105895297,2.29757255117,-1.50170314305,2
6359,40,1,1,2,4.32826228458,1.13036932028,-0.402157239144,2
6360,39,1,1,2,4.38887592727,1.10727466175,-0.346326099858,2
6361,39,1,1,2,4.35703766862,1.13036932028,-0.366806834344,2
6362,40,1,1,2,4.13308942718,1.37074915812,-0.296829482732,2
6373,39,1,1,2,4.41244783456,1.10727466175,-0.324157279346,2
6395,39,0,1,1,3.81141064555,2.13270975962,-0.0866284939351,2
6396,40,0,1,1,3.56612461455,2.42499739703,-0.042041053938,2
6397,41,0,1,1,3.11272338025,2.60137029692,-0.171524815139,2
6401,38,0,1,1,4.6668485651,1.10628279497,-0.309994350288,2
6402,38,0,1,1,4.28029044902,1.71628132805,-0.121921593058,2
6404,38,0,1,1,4.32600096625,1.69587245642,-0.108149003211,2
6446,40,1,1,1,4.2854470185,1.41633848247,-0.384276377192,2
6447,40,1,1,1,4.25592355699,1.40988880997,-0.42267713839,2
6448,40,1,1,1,3.97660861223,1.75436908001,-0.287227462469,2
6449,40,1,1,1,3.97080809646,1.75436908001,-0.292129484879,2
6450,41,1,1,1,3.79263314999,1.89398507619,-0.306200805253,2
6451,37,1,1,1,4.61366595477,1.48326225706,-0.0950646031607,2
6452,36,1,1,1,4.75426368764,1.27281766486,-0.131335900482,2
6453,37,1,1,1,4.57176944013,1.48062679035,-0.109065959008,2
6454,37,1,1,1,4.56538566573,1.48062679035,-0.111304859425,2
6455,38,1,1,1,4.54253828833,1.32279529956,-0.204927452723,2
6456,38,1,1,1,4.48721479051,1.28757838818,-0.304633659508,2
6457,38,1,1,1,4.61719706423,1.17850113835,-0.277544580237,2
6458,40,1,1,1,4.26433177022,1.41633848247,-0.406178588074,2
6459,40,1,1,1,4.24052364075,1.43710628967,-0.431012263929,2
6460,38,1,1,1,4.56807974854,1.19528517593,-0.310637185935,2
6461,39,1,1,1,4.46793237261,1.28757838818,-0.323715264114,2
6462,39,1,1,1,4.40777766494,1.33012075631,-0.320463826507,2
6463,39,1,1,1,4.35228068817,1.39031128248,-0.336422413662,2
6870,42,0,1,1,3.74376661349,1.65144320658,-1.78342259375,2
6976,39,1,1,1,4.66160119425,0.949183775176,-0.835395887372,2
